term	reading	meaning	detail	example	exampleMeaning	partOfSpeech
規制を可視化する	きせいをかしかする	규제를 시각화하다	규제를 시각화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を可視化した。	담당자는 회의에서 규제를 시각화했다.	동사구
規制を強化する	きせいをきょうかする	규제를 강화하다	규제를 강화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を強化した。	담당자는 회의에서 규제를 강화했다.	동사구
規制を把握する	きせいをはあくする	규제를 파악하다	규제를 파악한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を把握した。	담당자는 회의에서 규제를 파악했다.	동사구
規制を抑制する	きせいをよくせいする	규제를 억제하다	규제를 억제한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を抑制した。	담당자는 회의에서 규제를 억제했다.	동사구
規制を拡大する	きせいをかくだいする	규제를 확대하다	규제를 확대한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を拡大した。	담당자는 회의에서 규제를 확대했다.	동사구
規制を推進する	きせいをすいしんする	규제를 추진하다	규제를 추진한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を推進した。	담당자는 회의에서 규제를 추진했다.	동사구
規制を改善する	きせいをかいぜんする	규제를 개선하다	규제를 개선한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を改善した。	담당자는 회의에서 규제를 개선했다.	동사구
規制を改定する	きせいをかいていする	규제를 개정하다	규제를 개정한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を改定した。	담당자는 회의에서 규제를 개정했다.	동사구
規制を数値化する	きせいをすうちかする	규제를 수치화하다	규제를 수치화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を数値化した。	담당자는 회의에서 규제를 수치화했다.	동사구
規制を整理する	きせいをせいりする	규제를 정리하다	규제를 정리한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を整理した。	담당자는 회의에서 규제를 정리했다.	동사구
規制を明確化する	きせいをめいかくかする	규제를 명확히 하다	규제를 명확히 한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を明確化した。	담당자는 회의에서 규제를 명확히 했다.	동사구
規制を最適化する	きせいをさいてきかする	규제를 최적화하다	규제를 최적화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を最適化した。	담당자는 회의에서 규제를 최적화했다.	동사구
規制を検討する	きせいをけんとうする	규제를 검토하다	규제를 검토한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を検討した。	담당자는 회의에서 규제를 검토했다.	동사구
規制を検証する	きせいをけんしょうする	규제를 검증하다	규제를 검증한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を検証した。	담당자는 회의에서 규제를 검증했다.	동사구
規制を標準化する	きせいをひょうじゅんかする	규제를 표준화하다	규제를 표준화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を標準化した。	담당자는 회의에서 규제를 표준화했다.	동사구
規制を比較する	きせいをひかくする	규제를 비교하다	규제를 비교한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を比較した。	담당자는 회의에서 규제를 비교했다.	동사구
規制を活用する	きせいをかつようする	규제를 활용하다	규제를 활용한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を活用した。	담당자는 회의에서 규제를 활용했다.	동사구
規制を監視する	きせいをかんしする	규제를 감시하다	규제를 감시한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を監視した。	담당자는 회의에서 규제를 감시했다.	동사구
規制を確認する	きせいをかくにんする	규제를 확인하다	규제를 확인한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を確認した。	담당자는 회의에서 규제를 확인했다.	동사구
規制を管理する	きせいをかんりする	규제를 관리하다	규제를 관리한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を管理した。	담당자는 회의에서 규제를 관리했다.	동사구
規制を維持する	きせいをいじする	규제를 유지하다	규제를 유지한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を維持した。	담당자는 회의에서 규제를 유지했다.	동사구
規制を縮小する	きせいをしゅくしょうする	규제를 축소하다	규제를 축소한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を縮小した。	담당자는 회의에서 규제를 축소했다.	동사구
規制を観察する	きせいをかんさつする	규제를 관찰하다	규제를 관찰한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を観察した。	담당자는 회의에서 규제를 관찰했다.	동사구
規制を解釈する	きせいをかいしゃくする	규제를 해석하다	규제를 해석한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を解釈した。	담당자는 회의에서 규제를 해석했다.	동사구
規制を記録する	きせいをきろくする	규제를 기록하다	규제를 기록한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を記録した。	담당자는 회의에서 규제를 기록했다.	동사구
規制を評価する	きせいをひょうかする	규제를 평가하다	규제를 평가한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を評価した。	담당자는 회의에서 규제를 평가했다.	동사구
規制を調整する	きせいをちょうせいする	규제를 조정하다	규제를 조정한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を調整した。	담당자는 회의에서 규제를 조정했다.	동사구
規制を調査する	きせいをちょうさする	규제를 조사하다	규제를 조사한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を調査した。	담당자는 회의에서 규제를 조사했다.	동사구
規制を軽減する	きせいをけいげんする	규제를 경감하다	규제를 경감한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を軽減した。	담당자는 회의에서 규제를 경감했다.	동사구
規制を防止する	きせいをぼうしする	규제를 방지하다	규제를 방지한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で規制を防止した。	담당자는 회의에서 규제를 방지했다.	동사구
規制予測	きせいよそく	규제 예측	규제를 예측하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制予測の結果を共有した。	회의에서는 규제 예측 결과를 공유했다.	복합명사
規制体系化	きせいたいけいか	규제 체계화	규제를 체계화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制体系化の結果を共有した。	회의에서는 규제 체계화 결과를 공유했다.	복합명사
規制保護	きせいほご	규제 보호	규제를 보호하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制保護の結果を共有した。	회의에서는 규제 보호 결과를 공유했다.	복합명사
規制共有	きせいきょうゆう	규제 공유	규제를 공유하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制共有の結果を共有した。	회의에서는 규제 공유 결과를 공유했다.	복합명사
規制具体化	きせいぐたいか	규제 구체화	규제를 구체화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制具体化の結果を共有した。	회의에서는 규제 구체화 결과를 공유했다.	복합명사
規制分析	きせいぶんせき	규제 분석	규제를 분석하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制分析の結果を共有した。	회의에서는 규제 분석 결과를 공유했다.	복합명사
規制分類	きせいぶんるい	규제 분류	규제를 분류하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制分類の結果を共有した。	회의에서는 규제 분류 결과를 공유했다.	복합명사
規制可視化	きせいかしか	규제 시각화	규제를 시각화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制可視化の結果を共有した。	회의에서는 규제 시각화 결과를 공유했다.	복합명사
規制強化	きせいきょうか	규제 강화	규제를 강화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制強化の結果を共有した。	회의에서는 규제 강화 결과를 공유했다.	복합명사
規制把握	きせいはあく	규제 파악	규제를 파악하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制把握の結果を共有した。	회의에서는 규제 파악 결과를 공유했다.	복합명사
規制抑制	きせいよくせい	규제 억제	규제를 억제하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制抑制の結果を共有した。	회의에서는 규제 억제 결과를 공유했다.	복합명사
規制拡大	きせいかくだい	규제 확대	규제를 확대하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制拡大の結果を共有した。	회의에서는 규제 확대 결과를 공유했다.	복합명사
規制推進	きせいすいしん	규제 추진	규제를 추진하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制推進の結果を共有した。	회의에서는 규제 추진 결과를 공유했다.	복합명사
規制改善	きせいかいぜん	규제 개선	규제를 개선하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制改善の結果を共有した。	회의에서는 규제 개선 결과를 공유했다.	복합명사
規制改定	きせいかいてい	규제 개정	규제를 개정하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制改定の結果を共有した。	회의에서는 규제 개정 결과를 공유했다.	복합명사
規制数値化	きせいすうちか	규제 수치화	규제를 수치화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制数値化の結果を共有した。	회의에서는 규제 수치화 결과를 공유했다.	복합명사
規制整理	きせいせいり	규제 정리	규제를 정리하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制整理の結果を共有した。	회의에서는 규제 정리 결과를 공유했다.	복합명사
規制明確化	きせいめいかくか	규제 명확화	규제를 명확히 하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制明確化の結果を共有した。	회의에서는 규제 명확화 결과를 공유했다.	복합명사
規制最適化	きせいさいてきか	규제 최적화	규제를 최적화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制最適化の結果を共有した。	회의에서는 규제 최적화 결과를 공유했다.	복합명사
規制検討	きせいけんとう	규제 검토	규제를 검토하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制検討の結果を共有した。	회의에서는 규제 검토 결과를 공유했다.	복합명사
規制検証	きせいけんしょう	규제 검증	규제를 검증하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制検証の結果を共有した。	회의에서는 규제 검증 결과를 공유했다.	복합명사
規制標準化	きせいひょうじゅんか	규제 표준화	규제를 표준화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制標準化の結果を共有した。	회의에서는 규제 표준화 결과를 공유했다.	복합명사
規制比較	きせいひかく	규제 비교	규제를 비교하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制比較の結果を共有した。	회의에서는 규제 비교 결과를 공유했다.	복합명사
規制活用	きせいかつよう	규제 활용	규제를 활용하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制活用の結果を共有した。	회의에서는 규제 활용 결과를 공유했다.	복합명사
規制監視	きせいかんし	규제 감시	규제를 감시하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制監視の結果を共有した。	회의에서는 규제 감시 결과를 공유했다.	복합명사
規制確認	きせいかくにん	규제 확인	규제를 확인하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制確認の結果を共有した。	회의에서는 규제 확인 결과를 공유했다.	복합명사
規制管理	きせいかんり	규제 관리	규제를 관리하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制管理の結果を共有した。	회의에서는 규제 관리 결과를 공유했다.	복합명사
規制維持	きせいいじ	규제 유지	규제를 유지하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制維持の結果を共有した。	회의에서는 규제 유지 결과를 공유했다.	복합명사
規制縮小	きせいしゅくしょう	규제 축소	규제를 축소하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制縮小の結果を共有した。	회의에서는 규제 축소 결과를 공유했다.	복합명사
規制観察	きせいかんさつ	규제 관찰	규제를 관찰하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制観察の結果を共有した。	회의에서는 규제 관찰 결과를 공유했다.	복합명사
規制解釈	きせいかいしゃく	규제 해석	규제를 해석하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制解釈の結果を共有した。	회의에서는 규제 해석 결과를 공유했다.	복합명사
規制記録	きせいきろく	규제 기록	규제를 기록하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制記録の結果を共有した。	회의에서는 규제 기록 결과를 공유했다.	복합명사
規制評価	きせいひょうか	규제 평가	규제를 평가하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制評価の結果を共有した。	회의에서는 규제 평가 결과를 공유했다.	복합명사
規制調整	きせいちょうせい	규제 조정	규제를 조정하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制調整の結果を共有した。	회의에서는 규제 조정 결과를 공유했다.	복합명사
規制調査	きせいちょうさ	규제 조사	규제를 조사하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制調査の結果を共有した。	회의에서는 규제 조사 결과를 공유했다.	복합명사
規制軽減	きせいけいげん	규제 경감	규제를 경감하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制軽減の結果を共有した。	회의에서는 규제 경감 결과를 공유했다.	복합명사
規制防止	きせいぼうし	규제 방지	규제를 방지하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では規制防止の結果を共有した。	회의에서는 규제 방지 결과를 공유했다.	복합명사
観察を予測する	かんさつをよそくする	관찰을 예측하다	관찰을 예측한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で観察を予測した。	담당자는 회의에서 관찰을 예측했다.	동사구
観察を体系化する	かんさつをたいけいかする	관찰을 체계화하다	관찰을 체계화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で観察を体系化した。	담당자는 회의에서 관찰을 체계화했다.	동사구
観察を共有する	かんさつをきょうゆうする	관찰을 공유하다	관찰을 공유한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で観察を共有した。	담당자는 회의에서 관찰을 공유했다.	동사구
観察を具体化する	かんさつをぐたいかする	관찰을 구체화하다	관찰을 구체화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で観察を具体化した。	담당자는 회의에서 관찰을 구체화했다.	동사구
観察を分析する	かんさつをぶんせきする	관찰을 분석하다	관찰을 분석한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で観察を分析した。	담당자는 회의에서 관찰을 분석했다.	동사구
観察を分類する	かんさつをぶんるいする	관찰을 분류하다	관찰을 분류한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で観察を分類した。	담당자는 회의에서 관찰을 분류했다.	동사구
観察を可視化する	かんさつをかしかする	관찰을 시각화하다	관찰을 시각화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で観察を可視化した。	담당자는 회의에서 관찰을 시각화했다.	동사구
観察を把握する	かんさつをはあくする	관찰을 파악하다	관찰을 파악한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で観察を把握した。	담당자는 회의에서 관찰을 파악했다.	동사구
観察を数値化する	かんさつをすうちかする	관찰을 수치화하다	관찰을 수치화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で観察を数値化した。	담당자는 회의에서 관찰을 수치화했다.	동사구
観察を整理する	かんさつをせいりする	관찰을 정리하다	관찰을 정리한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で観察を整理した。	담당자는 회의에서 관찰을 정리했다.	동사구
観察を検証する	かんさつをけんしょうする	관찰을 검증하다	관찰을 검증한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で観察を検証した。	담당자는 회의에서 관찰을 검증했다.	동사구
観察を比較する	かんさつをひかくする	관찰을 비교하다	관찰을 비교한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で観察を比較した。	담당자는 회의에서 관찰을 비교했다.	동사구
観察を確認する	かんさつをかくにんする	관찰을 확인하다	관찰을 확인한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で観察を確認した。	담당자는 회의에서 관찰을 확인했다.	동사구
観察を解釈する	かんさつをかいしゃくする	관찰을 해석하다	관찰을 해석한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で観察を解釈した。	담당자는 회의에서 관찰을 해석했다.	동사구
観察を記録する	かんさつをきろくする	관찰을 기록하다	관찰을 기록한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で観察を記録した。	담당자는 회의에서 관찰을 기록했다.	동사구
観察を評価する	かんさつをひょうかする	관찰을 평가하다	관찰을 평가한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で観察を評価した。	담당자는 회의에서 관찰을 평가했다.	동사구
観察を調査する	かんさつをちょうさする	관찰을 조사하다	관찰을 조사한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で観察を調査した。	담당자는 회의에서 관찰을 조사했다.	동사구
観察予測	かんさつよそく	관찰 예측	관찰을 예측하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では観察予測の結果を共有した。	회의에서는 관찰 예측 결과를 공유했다.	복합명사
観察体系化	かんさつたいけいか	관찰 체계화	관찰을 체계화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では観察体系化の結果を共有した。	회의에서는 관찰 체계화 결과를 공유했다.	복합명사
観察共有	かんさつきょうゆう	관찰 공유	관찰을 공유하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では観察共有の結果を共有した。	회의에서는 관찰 공유 결과를 공유했다.	복합명사
観察具体化	かんさつぐたいか	관찰 구체화	관찰을 구체화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では観察具体化の結果を共有した。	회의에서는 관찰 구체화 결과를 공유했다.	복합명사
観察分析	かんさつぶんせき	관찰 분석	관찰을 분석하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では観察分析の結果を共有した。	회의에서는 관찰 분석 결과를 공유했다.	복합명사
観察分類	かんさつぶんるい	관찰 분류	관찰을 분류하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では観察分類の結果を共有した。	회의에서는 관찰 분류 결과를 공유했다.	복합명사
観察可視化	かんさつかしか	관찰 시각화	관찰을 시각화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では観察可視化の結果を共有した。	회의에서는 관찰 시각화 결과를 공유했다.	복합명사
観察対象	かんさつたいしょう	관찰 대상	관찰 대상이 되는 항목을 가리키는 한자 복합 명사입니다.	観察対象を一覧にまとめた。	관찰 대상을 목록으로 정리했다.	복합명사
観察把握	かんさつはあく	관찰 파악	관찰을 파악하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では観察把握の結果を共有した。	회의에서는 관찰 파악 결과를 공유했다.	복합명사
観察数値化	かんさつすうちか	관찰 수치화	관찰을 수치화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では観察数値化の結果を共有した。	회의에서는 관찰 수치화 결과를 공유했다.	복합명사
観察整理	かんさつせいり	관찰 정리	관찰을 정리하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では観察整理の結果を共有した。	회의에서는 관찰 정리 결과를 공유했다.	복합명사
観察検証	かんさつけんしょう	관찰 검증	관찰을 검증하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では観察検証の結果を共有した。	회의에서는 관찰 검증 결과를 공유했다.	복합명사
観察比較	かんさつひかく	관찰 비교	관찰을 비교하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では観察比較の結果を共有した。	회의에서는 관찰 비교 결과를 공유했다.	복합명사
観察確認	かんさつかくにん	관찰 확인	관찰을 확인하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では観察確認の結果を共有した。	회의에서는 관찰 확인 결과를 공유했다.	복합명사
観察解釈	かんさつかいしゃく	관찰 해석	관찰을 해석하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では観察解釈の結果を共有した。	회의에서는 관찰 해석 결과를 공유했다.	복합명사
観察記録	かんさつきろく	관찰 기록	관찰을 기록하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では観察記録の結果を共有した。	회의에서는 관찰 기록 결과를 공유했다.	복합명사
観察評価	かんさつひょうか	관찰 평가	관찰을 평가하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では観察評価の結果を共有した。	회의에서는 관찰 평가 결과를 공유했다.	복합명사
観察調査	かんさつちょうさ	관찰 조사	관찰을 조사하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では観察調査の結果を共有した。	회의에서는 관찰 조사 결과를 공유했다.	복합명사
解釈を予測する	かいしゃくをよそくする	해석을 예측하다	해석을 예측한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を予測した。	담당자는 회의에서 해석을 예측했다.	동사구
解釈を体系化する	かいしゃくをたいけいかする	해석을 체계화하다	해석을 체계화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を体系化した。	담당자는 회의에서 해석을 체계화했다.	동사구
解釈を保護する	かいしゃくをほごする	해석을 보호하다	해석을 보호한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を保護した。	담당자는 회의에서 해석을 보호했다.	동사구
解釈を共有する	かいしゃくをきょうゆうする	해석을 공유하다	해석을 공유한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を共有した。	담당자는 회의에서 해석을 공유했다.	동사구
解釈を具体化する	かいしゃくをぐたいかする	해석을 구체화하다	해석을 구체화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を具体化した。	담당자는 회의에서 해석을 구체화했다.	동사구
解釈を分析する	かいしゃくをぶんせきする	해석을 분석하다	해석을 분석한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を分析した。	담당자는 회의에서 해석을 분석했다.	동사구
解釈を分類する	かいしゃくをぶんるいする	해석을 분류하다	해석을 분류한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を分類した。	담당자는 회의에서 해석을 분류했다.	동사구
解釈を可視化する	かいしゃくをかしかする	해석을 시각화하다	해석을 시각화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を可視化した。	담당자는 회의에서 해석을 시각화했다.	동사구
解釈を把握する	かいしゃくをはあくする	해석을 파악하다	해석을 파악한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を把握した。	담당자는 회의에서 해석을 파악했다.	동사구
解釈を改定する	かいしゃくをかいていする	해석을 개정하다	해석을 개정한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を改定した。	담당자는 회의에서 해석을 개정했다.	동사구
解釈を数値化する	かいしゃくをすうちかする	해석을 수치화하다	해석을 수치화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を数値化した。	담당자는 회의에서 해석을 수치화했다.	동사구
解釈を整理する	かいしゃくをせいりする	해석을 정리하다	해석을 정리한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を整理した。	담당자는 회의에서 해석을 정리했다.	동사구
解釈を明確化する	かいしゃくをめいかくかする	해석을 명확히 하다	해석을 명확히 한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を明確化した。	담당자는 회의에서 해석을 명확히 했다.	동사구
解釈を検索する	かいしゃくをけんさくする	해석을 검색하다	해석을 검색한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を検索した。	담당자는 회의에서 해석을 검색했다.	동사구
